Date,Open,High,Low,Close,SP,Chg,%Chg,Vol,OI,Series
10/1/2022,979.0,983.4,975.5,978.1,978.00,0.70,0.07%,"143,707","355,204",H22
11/1/2022,978.0,985.2,977.0,984.1,984.20,6.20,0.63%,"121,744","365,390",H22
12/1/2022,991.0,992.9,988.2,990.2,990.20,6.00,0.61%,"119,189","369,419",H22
13/1/2022,990.7,992.3,987.6,990.4,990.40,0.20,0.02%,"76,220","372,412",H22
14/1/2022,985.5,992.0,982.3,986.5,986.50,-3.90,-0.39%,"162,436","373,235",H22
17/1/2022,986.0,991.2,984.2,990.9,990.40,3.90,0.40%,"100,690","383,494",H22
18/1/2022,992.5,993.3,978.3,980.3,980.30,-10.10,-1.02%,"201,070","384,317",H22
19/1/2022,978.0,984.0,976.7,983.9,983.90,3.60,0.37%,"143,629","369,855",H22
20/1/2022,984.5,985.8,980.7,982.5,982.40,-1.50,-0.15%,"95,970","369,367",H22
21/1/2022,978.3,980.5,972.7,980.4,980.20,-2.20,-0.22%,"157,249","367,365",H22
24/1/2022,977.5,981.7,975.1,977.1,976.90,-3.30,-0.34%,"126,181","378,094",H22
25/1/2022,973.0,978.9,968.5,978.5,978.60,1.70,0.17%,"192,196","383,406",H22
26/1/2022,980.7,987.8,980.5,985.0,985.10,6.50,0.66%,"147,884","387,070",H22
27/1/2022,976.5,979.5,969.0,979.0,979.00,-6.10,-0.62%,"252,733","375,395",H22
28/1/2022,979.4,984.5,978.3,981.4,981.40,2.40,0.25%,"155,274","367,604",H22
31/1/2022,986.7,991.8,986.0,986.5,986.60,5.20,0.53%,"134,215","374,916",H22
1/2/2022,990.2,992.0,988.2,988.5,988.40,1.80,0.18%,"102,957","380,551",H22
2/2/2022,992.1,993.1,987.1,991.1,990.80,2.40,0.24%,"115,857","383,870",H22
3/2/2022,988.3,993.0,984.0,990.7,990.70,-0.10,-0.01%,"141,560","397,543",H22
4/2/2022,993.0,997.5,992.9,996.0,995.70,5.00,0.50%,"116,174","403,250",H22
7/2/2022,993.3,999.6,991.4,996.6,996.40,0.70,0.07%,"147,081","411,479",H22
8/2/2022,997.8,"1,005.3",996.3,"1,005.2","1,005.00",8.60,0.86%,"164,256","416,208",H22
9/2/2022,"1,008.1","1,027.4","1,007.0","1,022.0","1,022.40",17.40,1.73%,"279,453","458,334",H22
10/2/2022,"1,023.5","1,027.8","1,020.3","1,023.6","1,023.80",1.40,0.14%,"141,169","462,805",H22
11/2/2022,"1,018.3","1,023.8","1,016.0","1,021.4","1,021.10",-2.70,-0.26%,"134,548","453,122",H22
14/2/2022,"1,017.0","1,021.3","1,012.1","1,014.0","1,014.10",-7.00,-0.69%,"140,311","450,203",H22
15/2/2022,"1,017.5","1,026.7","1,015.3","1,024.4","1,024.30",10.20,1.01%,"164,294","454,420",H22
17/2/2022,"1,027.0","1,037.0","1,025.8","1,029.1","1,029.20",4.90,0.48%,"186,498","470,023",H22
18/2/2022,"1,029.0","1,034.8","1,025.7","1,032.3","1,031.90",2.70,0.26%,"139,400","466,567",H22
21/2/2022,"1,029.9","1,031.0","1,013.3","1,014.4","1,014.90",-17.00,-1.65%,"207,918","452,389",H22
22/2/2022,"1,007.0","1,011.3","1,000.7","1,009.9","1,009.90",-5.00,-0.49%,"235,551","424,922",H22
23/2/2022,"1,012.9","1,019.9","1,008.4","1,017.3","1,016.80",6.90,0.68%,"179,359","437,722",H22
24/2/2022,"1,009.2","1,011.5",996.0,"1,001.1","1,001.50",-15.30,-1.50%,"290,395","421,830",H22
25/2/2022,"1,010.0","1,010.8","1,003.7","1,008.1","1,008.40",6.90,0.69%,"171,648","414,627",H22
28/2/2022,"1,005.0","1,016.2","1,001.5","1,008.1","1,008.20",-0.20,-0.02%,"205,606","413,779",H22
1/3/2022,"1,016.7","1,023.3","1,015.2","1,017.4","1,017.30",9.10,0.90%,"175,690","418,600",H22
2/3/2022,"1,015.0","1,020.6","1,012.7","1,019.7","1,019.80",2.50,0.25%,"161,005","412,816",H22
3/3/2022,"1,026.0","1,029.0","1,020.4","1,023.2","1,023.30",3.50,0.34%,"142,215","411,054",H22
4/3/2022,"1,017.5","1,018.5","1,005.5","1,008.0","1,007.90",-15.40,-1.50%,"198,098","406,295",H22
7/3/2022,998.5,998.5,974.4,983.9,984.00,-23.90,-2.37%,"340,218","377,160",H22
8/3/2022,981.5,983.8,955.5,978.5,978.40,-5.60,-0.57%,"361,279","375,198",H22
9/3/2022,977.5,989.6,971.6,989.2,989.10,10.70,1.09%,"255,471","367,419",H22
10/3/2022,997.1,999.8,992.0,993.8,994.40,5.30,0.54%,"205,252","350,574",H22
11/3/2022,990.0,"1,004.3",986.4,"1,002.8","1,002.70",8.30,0.83%,"191,217","343,047",H22
14/3/2022,995.0,"1,007.5",992.4,"1,007.4","1,007.00",4.30,0.43%,"149,499","337,864",H22
15/3/2022,"1,004.0","1,005.0",991.2,995.0,995.40,-11.60,-1.15%,"177,629","322,121",H22
16/3/2022,"1,002.8","1,011.1","1,000.3","1,009.3","1,009.30",13.90,1.40%,"161,832","320,172",H22
17/3/2022,"1,015.0","1,021.8","1,014.8","1,017.9","1,018.10",8.80,0.87%,"159,094","325,158",H22
18/3/2022,"1,018.2","1,020.7","1,015.3","1,015.4","1,015.80",-2.30,-0.23%,"128,755","321,824",H22
21/3/2022,"1,016.2","1,018.1","1,008.6","1,012.0","1,011.70",-4.10,-0.40%,"134,612","309,835",H22
22/3/2022,"1,010.2","1,014.7","1,009.3","1,012.4","1,012.20",0.50,0.05%,"118,134","303,928",H22
23/3/2022,"1,018.5","1,018.7","1,006.5","1,006.5","1,006.80",-5.40,-0.53%,"152,115","295,305",H22
24/3/2022,"1,005.7","1,014.0","1,002.6","1,012.7","1,012.20",5.40,0.54%,"148,794","275,937",H22
25/3/2022,"1,014.3","1,015.9","1,006.4","1,010.0","1,009.90",-2.30,-0.23%,"147,126","247,756",H22
28/3/2022,"1,008.0","1,016.7","1,007.7","1,015.2","1,014.90",5.00,0.50%,"184,092","174,297",H22
29/3/2022,"1,014.0","1,018.2","1,014.0","1,016.0","1,015.70",0.80,0.08%,"110,389","73,444",H22
30/3/2022,"1,017.2","1,024.0","1,017.2","1,023.0","1,022.90",7.20,0.71%,"33,480","27,923",H22
1/4/2022,"1,014.0","1,019.3","1,010.5","1,018.7","1,018.70",2.00,0.20%,"122,850","339,103",M22
4/4/2022,"1,019.0","1,020.9","1,015.1","1,018.6","1,018.50",-0.20,-0.02%,"97,670","338,088",M22
5/4/2022,"1,019.0","1,020.5","1,016.0","1,016.5","1,016.40",-2.10,-0.21%,"96,529","339,817",M22
7/4/2022,"1,010.9","1,011.9","1,000.6","1,003.5","1,003.40",-13.00,-1.28%,"218,621","337,137",M22
8/4/2022,"1,003.0","1,004.8",997.0,"1,002.9","1,002.90",-0.50,-0.05%,"135,594","336,893",M22
11/4/2022,996.0,999.7,992.8,997.5,997.30,-5.60,-0.56%,"132,811","340,501",M22
12/4/2022,992.0,996.3,991.0,994.8,994.90,-2.40,-0.24%,"115,611","337,348",M22
18/4/2022,991.5,993.8,987.2,988.3,988.50,-6.40,-0.64%,"133,211","341,696",M22
19/4/2022,989.9,996.0,988.0,989.1,989.30,0.80,0.08%,"138,018","346,767",M22
20/4/2022,993.1,995.1,989.7,991.8,991.70,2.40,0.24%,"117,032","353,181",M22
21/4/2022,993.9,"1,000.5",993.2,997.6,997.80,6.10,0.62%,"148,220","359,509",M22
22/4/2022,993.5,993.5,984.2,990.4,990.40,-7.40,-0.74%,"191,850","343,909",M22
25/4/2022,975.3,982.6,975.1,978.6,978.40,-12.00,-1.21%,"155,337","345,705",M22
26/4/2022,983.0,986.1,978.5,981.1,981.30,2.90,0.30%,"163,486","354,974",M22
27/4/2022,976.8,977.9,971.5,976.9,976.70,-4.60,-0.47%,"185,871","346,647",M22
28/4/2022,977.5,979.2,973.7,978.1,977.90,1.20,0.12%,"127,650","349,737",M22
29/4/2022,978.8,984.0,975.2,978.0,978.10,0.20,0.02%,"136,811","343,887",M22
3/5/2022,975.4,978.8,973.5,975.0,975.10,-3.00,-0.31%,"129,790","351,305",M22
5/5/2022,982.5,985.3,970.5,971.7,971.80,-3.30,-0.34%,"186,930","356,908",M22
6/5/2022,963.0,965.0,957.7,964.3,964.00,-7.80,-0.80%,"226,349","355,823",M22
9/5/2022,956.5,958.0,947.7,947.8,948.00,-16.00,-1.66%,"204,177","357,823",M22
10/5/2022,947.0,961.2,945.1,959.4,959.50,11.50,1.21%,"226,380","348,703",M22
11/5/2022,958.0,959.1,949.1,957.4,957.20,-2.30,-0.24%,"210,769","350,901",M22
12/5/2022,950.0,951.0,941.1,943.8,944.10,-13.10,-1.37%,"245,827","368,509",M22
13/5/2022,951.7,953.3,947.2,948.5,948.50,4.40,0.47%,"191,259","370,443",M22
17/5/2022,954.2,968.8,953.1,968.2,967.50,19.00,2.00%,"230,249","369,237",M22
18/5/2022,970.0,973.9,962.6,973.4,973.10,5.60,0.58%,"204,447","363,668",M22
19/5/2022,957.0,965.5,956.1,961.3,961.10,-12.00,-1.23%,"210,468","364,857",M22
20/5/2022,970.9,977.2,970.3,976.3,976.10,15.00,1.56%,"179,212","369,278",M22
23/5/2022,979.1,984.2,974.1,984.0,983.90,7.80,0.80%,"177,459","380,491",M22
24/5/2022,982.0,982.5,976.0,977.3,977.20,-6.70,-0.68%,"136,934","383,031",M22
25/5/2022,979.1,987.2,973.2,974.9,974.50,-2.70,-0.28%,"219,584","375,796",M22
26/5/2022,977.0,982.7,976.1,980.1,980.00,5.50,0.56%,"144,890","390,360",M22
27/5/2022,988.4,990.7,981.8,986.0,985.80,5.80,0.59%,"166,502","383,971",M22
30/5/2022,993.0,996.2,990.8,996.0,995.80,10.00,1.01%,"141,581","380,374",M22
31/5/2022,995.1,"1,000.0",990.0,998.0,998.00,2.20,0.22%,"176,818","388,621",M22
1/6/2022,998.0,"1,003.0",996.5,"1,001.7","1,001.10",3.10,0.31%,"144,414","383,172",M22
2/6/2022,997.2,998.4,994.8,996.4,996.20,-4.90,-0.49%,"138,260","367,975",M22
6/6/2022,997.0,999.9,987.3,994.3,994.00,-2.20,-0.22%,"181,663","353,825",M22
7/6/2022,988.9,989.9,984.0,985.4,985.10,-8.90,-0.90%,"159,743","348,339",M22
8/6/2022,988.5,989.0,983.6,985.3,985.40,0.30,0.03%,"138,768","346,905",M22
9/6/2022,983.0,993.3,982.1,991.0,991.20,5.80,0.59%,"195,975","349,844",M22
10/6/2022,985.1,988.4,984.1,986.4,986.50,-4.70,-0.47%,"131,981","350,675",M22
13/6/2022,971.5,973.4,965.8,968.0,967.80,-18.70,-1.90%,"185,426","351,347",M22
14/6/2022,968.0,969.4,963.1,966.8,966.80,-1.00,-0.10%,"169,315","349,490",M22
15/6/2022,967.7,969.3,961.2,965.0,964.90,-1.90,-0.20%,"149,210","349,065",M22
16/6/2022,969.0,970.4,940.1,941.0,940.70,-24.20,-2.51%,"294,236","384,127",M22
17/6/2022,940.9,949.9,936.7,943.0,942.90,2.20,0.23%,"246,394","349,105",M22
20/6/2022,939.8,945.9,937.5,942.0,942.50,-0.40,-0.04%,"172,237","337,586",M22
21/6/2022,947.1,953.9,945.2,953.7,953.50,11.00,1.17%,"150,716","331,898",M22
22/6/2022,949.1,949.5,936.4,942.8,943.00,-10.50,-1.10%,"196,309","331,429",M22
23/6/2022,943.1,946.5,938.7,942.9,942.70,-0.30,-0.03%,"167,865","330,906",M22
24/6/2022,948.2,950.0,942.7,947.9,948.00,5.30,0.56%,"178,372","306,640",M22
27/6/2022,957.0,959.9,954.2,958.4,958.40,10.40,1.10%,"222,374","225,578",M22
28/6/2022,956.4,967.0,955.5,963.9,963.80,5.40,0.56%,"113,482","99,248",M22
29/6/2022,960.0,964.0,959.0,962.8,962.49,-1.31,-0.14%,"42,386","32,072",M22
